time,x,y
0.012897014617919922,377.0,68.0
0.03583121299743652,377.0,68.0
0.05558419227600098,377.0,68.0
0.08431863784790039,378.0,68.0
0.10329699516296387,378.0,68.0
0.132216215133667,377.0,68.0
0.153181791305542,378.0,68.0
0.17917275428771973,378.0,68.0
0.2001206874847412,378.0,68.0
0.2248549461364746,378.0,68.0
0.2527768611907959,378.0,68.0
0.28173065185546875,378.0,68.0
0.3056354522705078,378.0,68.0
0.33057188987731934,378.0,68.0
0.35051512718200684,378.0,68.0
0.3774745464324951,378.0,68.0
0.40038204193115234,377.0,68.0
0.42531561851501465,378.0,68.0
0.4542512893676758,377.0,68.0
0.48216748237609863,378.0,68.0
0.4961237907409668,378.0,68.0
0.5200650691986084,377.0,68.0
0.5499787330627441,378.0,68.0
0.5818948745727539,378.0,68.0
0.611835241317749,377.0,68.0
0.6447257995605469,378.0,68.0
0.6746523380279541,378.0,68.0
0.7065620422363281,378.0,68.0
0.7434704303741455,378.0,69.0
0.7683954238891602,378.0,69.0
0.7963213920593262,378.0,68.0
0.8162727355957031,377.0,68.0
0.8431975841522217,378.0,68.0
0.8621551990509033,378.0,68.0
0.8890728950500488,378.0,68.0
0.9169998168945312,377.0,68.0
0.9379448890686035,377.0,68.0
0.9658787250518799,378.0,68.0
0.9947900772094727,377.0,68.0
1.0316927433013916,378.0,68.0
1.0546300411224365,378.0,68.0
1.1025035381317139,378.0,69.0
1.133420705795288,378.0,68.0
1.1523685455322266,378.0,68.0
1.1763100624084473,378.0,68.0
1.198246717453003,377.0,68.0
1.2191922664642334,378.0,68.0
1.2381415367126465,377.0,68.0
1.277038335800171,377.0,68.0
1.2969825267791748,377.0,68.0
1.3229131698608398,377.0,68.0
1.3518319129943848,377.0,68.0
1.3857412338256836,377.0,68.0
1.421647548675537,377.0,68.0
1.4496047496795654,377.0,68.0
1.4814879894256592,377.0,68.0
1.503434658050537,377.0,68.0
1.5223779678344727,377.0,68.0
1.5503039360046387,377.0,68.0
1.57423734664917,377.0,68.0
1.6131346225738525,377.0,68.0
1.676966905593872,377.0,68.0
1.7028985023498535,377.0,68.0
1.771712064743042,377.0,68.0
1.7946510314941406,377.0,68.0
1.8285579681396484,377.0,68.0
1.8724431991577148,377.0,68.0
1.9013643264770508,377.0,68.0
1.9332795143127441,377.0,68.0
1.962202548980713,377.0,68.0
2.013064384460449,377.0,68.0
2.0459771156311035,377.0,68.0
2.072906017303467,377.0,68.0
2.093850612640381,377.0,68.0
2.1217758655548096,377.0,68.0
2.159679889678955,377.0,68.0
2.1975724697113037,377.0,68.0
2.219512939453125,377.0,68.0
2.24843430519104,377.0,68.0
2.2843406200408936,377.0,68.0
2.303288459777832,378.0,68.0
2.3411900997161865,377.0,68.0
2.403024196624756,377.0,68.0
2.4798169136047363,377.0,68.0
2.5266950130462646,377.0,68.0
