x,y
314.0,68.0
312.0,68.0
311.0,68.0
294.0,68.0
289.0,68.0
285.0,68.0
280.0,67.0
276.0,68.0
271.0,69.0
254.0,67.0
250.0,68.0
238.0,68.0
229.0,68.0
225.0,68.0
225.0,68.0
221.0,68.0
199.0,67.0
196.0,67.0
192.0,67.0
185.0,67.0
184.0,67.0
184.0,67.0
184.0,68.0
184.0,68.0
184.0,68.0
184.0,67.0
183.0,67.0
183.0,68.0
183.0,68.0
183.0,67.0
183.0,67.0
183.0,67.0
183.0,67.0
183.0,67.0
184.0,67.0
183.0,68.0
184.0,67.0
184.0,67.0
183.0,67.0
184.0,68.0
184.0,68.0
184.0,67.0
183.0,67.0
184.0,68.0
183.0,67.0
184.0,68.0
183.0,67.0
183.0,68.0
183.0,67.0
183.0,67.0
184.0,67.0
184.0,68.0
184.0,68.0
184.0,68.0
183.0,68.0
184.0,68.0
184.0,68.0
184.0,68.0
184.0,68.0
183.0,67.0
184.0,68.0
183.0,67.0
183.0,68.0
184.0,67.0
184.0,67.0
183.0,67.0
184.0,68.0
183.0,68.0
184.0,68.0
184.0,68.0
184.0,67.0
184.0,67.0
184.0,67.0
184.0,68.0
184.0,68.0
184.0,67.0
184.0,68.0
184.0,67.0
184.0,68.0
184.0,67.0
184.0,67.0
184.0,68.0
184.0,67.0
184.0,67.0
184.0,67.0
184.0,67.0
184.0,67.0
184.0,67.0
184.0,67.0
184.0,68.0
184.0,68.0
184.0,68.0
184.0,68.0
184.0,67.0
184.0,67.0
184.0,67.0
184.0,68.0
184.0,68.0
184.0,68.0
184.0,67.0
184.0,68.0
184.0,68.0
184.0,68.0
184.0,68.0
184.0,68.0
184.0,68.0
184.0,68.0
184.0,67.0
184.0,68.0
184.0,67.0
184.0,68.0
184.0,68.0
184.0,68.0
184.0,68.0
184.0,68.0
184.0,68.0
184.0,68.0
184.0,68.0
184.0,68.0
184.0,68.0
184.0,68.0
184.0,68.0
184.0,67.0
184.0,68.0
184.0,68.0
184.0,67.0
184.0,68.0
184.0,68.0
184.0,68.0
184.0,68.0
184.0,68.0
184.0,68.0
184.0,68.0
184.0,68.0
184.0,68.0
184.0,68.0
184.0,68.0
184.0,68.0
185.0,68.0
184.0,68.0
184.0,68.0
184.0,68.0
184.0,68.0
184.0,68.0
184.0,68.0
184.0,68.0
184.0,68.0
184.0,68.0
184.0,68.0
184.0,68.0
184.0,68.0
184.0,68.0
184.0,68.0
184.0,68.0
184.0,68.0
184.0,68.0
184.0,68.0
184.0,68.0
184.0,68.0
184.0,68.0
184.0,68.0
184.0,68.0
184.0,68.0
184.0,68.0
184.0,68.0
184.0,68.0
184.0,68.0
184.0,68.0
184.0,68.0
185.0,68.0
184.0,68.0
184.0,67.0
185.0,68.0
185.0,68.0
184.0,68.0
184.0,68.0
184.0,68.0
184.0,68.0
185.0,68.0
184.0,68.0
184.0,68.0
185.0,68.0
184.0,68.0
184.0,68.0
184.0,68.0
184.0,68.0
185.0,68.0
184.0,68.0
184.0,68.0
184.0,68.0
184.0,68.0
185.0,68.0
184.0,68.0
184.0,68.0
184.0,68.0
184.0,68.0
184.0,68.0
184.0,68.0
184.0,68.0
184.0,68.0
184.0,68.0
185.0,68.0
184.0,68.0
184.0,68.0
184.0,68.0
184.0,68.0
184.0,68.0
184.0,68.0
184.0,68.0
184.0,68.0
184.0,68.0
184.0,68.0
184.0,68.0
184.0,68.0
184.0,68.0
184.0,68.0
184.0,68.0
184.0,68.0
184.0,68.0
184.0,68.0
184.0,68.0
184.0,68.0
185.0,68.0
184.0,68.0
184.0,68.0
185.0,68.0
185.0,68.0
184.0,68.0
184.0,68.0
184.0,68.0
184.0,68.0
184.0,68.0
184.0,68.0
184.0,68.0
184.0,68.0
185.0,68.0
184.0,68.0
184.0,68.0
184.0,68.0
184.0,68.0
184.0,68.0
184.0,68.0
184.0,68.0
184.0,68.0
184.0,68.0
184.0,68.0
184.0,68.0
184.0,68.0
184.0,68.0
184.0,68.0
184.0,68.0
184.0,68.0
184.0,68.0
184.0,68.0
184.0,68.0
184.0,68.0
184.0,68.0
184.0,68.0
184.0,68.0
184.0,68.0
184.0,68.0
184.0,68.0
184.0,68.0
184.0,68.0
184.0,68.0
184.0,68.0
184.0,68.0
184.0,68.0
184.0,68.0
184.0,68.0
184.0,68.0
184.0,68.0
184.0,68.0
184.0,68.0
184.0,68.0
184.0,68.0
184.0,68.0
184.0,68.0
184.0,68.0
184.0,68.0
184.0,68.0
184.0,68.0
184.0,68.0
184.0,68.0
184.0,68.0
184.0,68.0
184.0,68.0
184.0,68.0
184.0,68.0
184.0,68.0
184.0,68.0
184.0,68.0
184.0,68.0
184.0,68.0
184.0,68.0
184.0,68.0
184.0,68.0
184.0,68.0
