x,y
465.0,69.0
461.0,68.0
444.0,69.0
440.0,69.0
435.0,69.0
432.0,69.0
414.0,69.0
410.0,69.0
405.0,69.0
401.0,69.0
396.0,69.0
375.0,69.0
371.0,69.0
366.0,69.0
353.0,68.0
350.0,68.0
345.0,68.0
328.0,68.0
324.0,68.0
320.0,68.0
315.0,69.0
311.0,69.0
294.0,69.0
286.0,69.0
281.0,68.0
277.0,68.0
277.0,68.0
273.0,69.0
251.0,69.0
246.0,68.0
246.0,68.0
230.0,69.0
224.0,69.0
220.0,69.0
209.0,68.0
208.0,68.0
208.0,68.0
207.0,69.0
207.0,69.0
207.0,69.0
207.0,69.0
207.0,69.0
207.0,69.0
207.0,69.0
206.0,69.0
207.0,69.0
207.0,69.0
207.0,69.0
206.0,69.0
206.0,69.0
206.0,68.0
206.0,69.0
206.0,69.0
206.0,69.0
206.0,69.0
206.0,69.0
206.0,69.0
206.0,68.0
206.0,68.0
206.0,69.0
206.0,68.0
206.0,69.0
206.0,68.0
206.0,69.0
206.0,69.0
206.0,68.0
206.0,68.0
206.0,68.0
206.0,69.0
210.0,68.0
213.0,68.0
213.0,68.0
215.0,68.0
220.0,68.0
221.0,68.0
237.0,68.0
241.0,68.0
245.0,68.0
249.0,68.0
266.0,68.0
274.0,68.0
279.0,68.0
283.0,67.0
287.0,68.0
291.0,68.0
305.0,68.0
308.0,67.0
313.0,67.0
318.0,68.0
321.0,68.0
327.0,68.0
344.0,67.0
348.0,67.0
352.0,67.0
357.0,67.0
360.0,67.0
366.0,67.0
386.0,67.0
390.0,67.0
407.0,67.0
407.0,67.0
424.0,67.0
428.0,67.0
433.0,67.0
449.0,67.0
451.0,67.0
454.0,67.0
456.0,67.0
457.0,67.0
458.0,67.0
459.0,67.0
459.0,67.0
459.0,67.0
459.0,67.0
459.0,67.0
459.0,67.0
459.0,67.0
459.0,67.0
459.0,67.0
459.0,67.0
459.0,67.0
459.0,67.0
459.0,67.0
459.0,67.0
459.0,67.0
459.0,67.0
459.0,67.0
459.0,67.0
459.0,67.0
459.0,67.0
458.0,67.0
459.0,67.0
459.0,67.0
459.0,67.0
459.0,67.0
459.0,67.0
459.0,67.0
459.0,67.0
458.0,67.0
458.0,67.0
457.0,67.0
457.0,68.0
452.0,68.0
449.0,68.0
449.0,68.0
448.0,69.0
445.0,69.0
434.0,69.0
430.0,69.0
426.0,69.0
421.0,69.0
418.0,69.0
395.0,69.0
391.0,69.0
387.0,69.0
382.0,69.0
370.0,69.0
366.0,69.0
361.0,69.0
344.0,69.0
341.0,69.0
323.0,69.0
319.0,69.0
314.0,69.0
306.0,69.0
303.0,69.0
298.0,69.0
281.0,68.0
276.0,68.0
276.0,68.0
268.0,69.0
254.0,69.0
250.0,69.0
234.0,69.0
229.0,69.0
224.0,69.0
220.0,69.0
215.0,69.0
211.0,69.0
203.0,68.0
199.0,68.0
194.0,68.0
190.0,68.0
171.0,69.0
167.0,69.0
167.0,69.0
159.0,69.0
141.0,68.0
141.0,68.0
131.0,68.0
130.0,68.0
128.0,68.0
128.0,68.0
128.0,68.0
128.0,68.0
127.0,68.0
127.0,68.0
127.0,68.0
127.0,68.0
127.0,68.0
127.0,68.0
128.0,68.0
127.0,68.0
127.0,68.0
127.0,68.0
126.0,68.0
127.0,68.0
127.0,68.0
127.0,68.0
126.0,67.0
127.0,67.0
126.0,67.0
127.0,67.0
127.0,68.0
126.0,67.0
126.0,67.0
127.0,68.0
127.0,68.0
126.0,68.0
127.0,67.0
127.0,67.0
127.0,67.0
127.0,68.0
127.0,68.0
127.0,67.0
128.0,68.0
134.0,67.0
136.0,67.0
137.0,67.0
137.0,67.0
139.0,67.0
147.0,67.0
155.0,67.0
168.0,68.0
172.0,67.0
176.0,67.0
184.0,67.0
188.0,67.0
192.0,67.0
197.0,67.0
214.0,67.0
218.0,67.0
221.0,67.0
227.0,68.0
231.0,68.0
236.0,68.0
248.0,67.0
252.0,68.0
255.0,67.0
258.0,68.0
263.0,68.0
263.0,67.0
264.0,68.0
263.0,68.0
263.0,68.0
263.0,67.0
262.0,68.0
259.0,68.0
258.0,68.0
256.0,68.0
254.0,68.0
249.0,68.0
248.0,69.0
234.0,69.0
230.0,68.0
226.0,68.0
218.0,68.0
213.0,68.0
208.0,68.0
192.0,67.0
189.0,68.0
183.0,68.0
169.0,68.0
169.0,68.0
167.0,68.0
166.0,68.0
166.0,68.0
166.0,68.0
166.0,68.0
166.0,68.0
166.0,68.0
166.0,68.0
166.0,68.0
171.0,68.0
178.0,68.0
179.0,67.0
181.0,68.0
184.0,67.0
187.0,67.0
191.0,67.0
196.0,67.0
208.0,67.0
216.0,67.0
216.0,67.0
220.0,67.0
224.0,67.0
233.0,67.0
249.0,67.0
254.0,67.0
257.0,67.0
262.0,67.0
266.0,67.0
283.0,67.0
287.0,67.0
287.0,67.0
296.0,66.0
311.0,67.0
313.0,67.0
319.0,67.0
319.0,67.0
319.0,67.0
319.0,67.0
319.0,67.0
319.0,67.0
318.0,67.0
317.0,67.0
311.0,67.0
310.0,68.0
308.0,68.0
308.0,68.0
304.0,68.0
299.0,68.0
295.0,68.0
287.0,68.0
282.0,68.0
265.0,68.0
261.0,69.0
257.0,69.0
252.0,69.0
235.0,68.0
232.0,68.0
228.0,68.0
226.0,68.0
225.0,68.0
221.0,68.0
221.0,68.0
221.0,68.0
221.0,68.0
221.0,68.0
221.0,68.0
222.0,68.0
222.0,68.0
224.0,68.0
225.0,68.0
233.0,67.0
234.0,67.0
235.0,67.0
236.0,67.0
236.0,67.0
240.0,67.0
255.0,67.0
258.0,67.0
264.0,67.0
286.0,67.0
289.0,67.0
294.0,67.0
298.0,67.0
303.0,67.0
318.0,67.0
320.0,67.0
323.0,67.0
324.0,67.0
326.0,66.0
326.0,67.0
326.0,66.0
326.0,66.0
326.0,66.0
326.0,66.0
326.0,66.0
326.0,67.0
326.0,66.0
326.0,66.0
326.0,66.0
326.0,66.0
323.0,67.0
323.0,67.0
323.0,67.0
319.0,67.0
315.0,68.0
