Time,Motor1 Apos,Opten1 PosX,Opten1 PosY,Motor2 Apos,Opten2 PosX,Opten2 PosY
0.292,0.0,0.0,-0.004,0.0,0.002,0.0
0.393,0.0,0.0,-0.004,0.0,0.002,0.0
0.463,0.0,0.0,-0.004,0.0,0.002,0.0
0.546,0.0,0.0,-0.004,0.0,0.002,0.0
0.595,0.0,0.0,-0.004,0.0,0.002,0.0
0.647,0.0,0.0,-0.004,0.0,0.002,0.0
0.707,0.0,0.0,-0.004,0.0,0.002,0.0
0.76,0.0,0.0,-0.004,0.0,0.002,0.0
0.811,0.0,0.0,-0.004,0.0,0.002,0.0
0.882,0.0,0.0,-0.004,0.0,0.002,0.0
0.948,0.0,0.0,-0.004,0.0,0.002,0.0
1.004,-0.02,0.0,-0.004,0.0,0.002,0.0
1.07,-0.02,0.0,-0.004,0.0,0.002,0.0
1.125,-0.02,0.0,-0.004,0.0,0.002,0.0
1.189,0.0,0.0,-0.004,0.0,0.002,0.0
1.252,0.0,0.0,-0.004,0.0,0.002,0.0
1.311,0.0,0.0,-0.004,0.0,0.002,0.0
1.376,0.0,0.0,-0.004,0.0,0.002,0.0
1.437,0.0,0.0,-0.004,0.0,0.002,0.0
1.499,0.0,0.0,-0.004,0.0,0.002,0.0
1.561,0.0,0.0,-0.004,0.0,0.002,0.0
1.623,0.0,0.0,-0.004,0.0,0.002,0.0
1.699,0.0,0.0,-0.004,0.0,0.002,0.0
1.851,0.0,0.0,-0.004,0.0,0.002,0.0
1.944,0.0,0.0,-0.004,0.0,0.002,0.0
2.049,0.0,0.0,-0.004,0.0,0.002,0.0
2.112,0.0,0.0,-0.004,0.0,0.002,0.0
2.175,0.0,0.0,-0.004,0.0,0.002,0.0
2.213,0.0,0.0,-0.004,0.0,0.002,0.0
2.265,0.0,0.0,-0.004,0.0,0.002,0.0
2.343,0.0,0.0,-0.004,0.0,0.002,0.0
2.402,0.0,0.0,-0.004,0.0,0.002,0.0
2.449,0.0,0.0,-0.004,0.0,0.002,0.0
2.513,0.0,0.0,-0.004,0.0,0.002,0.0
2.59,0.0,0.0,-0.004,0.0,0.002,0.0
2.649,0.0,0.0,-0.004,0.0,0.002,0.0
2.701,0.0,0.0,-0.004,0.0,0.002,0.0
2.759,0.0,0.0,-0.004,0.0,0.002,0.0
2.812,0.0,0.0,-0.004,0.0,0.002,0.0
2.877,0.0,0.0,-0.004,0.0,0.002,0.0
2.948,0.0,0.0,-0.004,0.0,0.002,0.0
3.016,0.0,0.0,-0.004,0.0,0.002,0.0
3.065,0.0,0.0,-0.004,0.0,0.002,0.0
3.134,0.0,0.0,-0.004,0.0,0.002,0.0
3.19,0.0,0.0,-0.004,0.0,0.002,0.0
3.261,0.0,0.0,-0.004,0.0,0.002,0.0
3.327,0.0,0.0,-0.004,0.0,0.002,0.0
3.402,0.0,0.0,-0.004,0.0,0.002,0.0
3.462,0.0,0.0,-0.004,0.0,0.002,0.0
3.504,0.0,0.0,-0.004,0.0,0.002,0.0
3.566,0.0,0.0,-0.004,0.0,0.002,0.0
3.645,0.0,0.0,-0.004,0.0,0.002,0.0
3.695,0.0,0.0,-0.004,0.0,0.002,0.0
3.762,0.0,0.0,-0.004,0.0,0.002,0.0
3.824,0.0,0.0,-0.004,0.0,0.002,0.0
3.89,0.0,0.0,-0.004,0.0,0.002,0.0
3.947,0.0,0.0,-0.004,0.0,0.002,0.0
4.014,0.0,0.0,-0.004,0.0,0.002,0.0
4.062,0.0,0.0,-0.004,0.0,0.002,0.0
4.137,0.0,0.0,-0.004,0.0,0.002,0.0
4.195,0.0,0.0,-0.004,0.0,0.002,0.0
4.275,0.0,0.0,-0.004,0.0,0.002,0.0
4.384,0.0,0.0,-0.004,0.0,0.002,0.0
4.446,0.0,0.0,-0.004,0.0,0.002,0.0
4.555,0.0,0.0,-0.004,0.0,0.002,0.0
4.682,0.0,0.0,-0.004,0.0,0.002,0.0
4.772,0.0,0.0,-0.004,0.0,0.002,0.0
4.828,0.0,0.0,-0.004,0.0,0.002,0.0
4.889,0.0,0.0,-0.004,0.0,0.002,0.0
4.937,0.0,0.0,-0.004,0.0,0.002,0.0
5.013,0.0,0.0,-0.004,0.0,0.002,0.0
5.062,0.0,0.0,-0.004,0.0,0.002,0.0
5.124,0.0,0.0,-0.004,0.0,0.002,0.0
5.208,0.0,0.0,-0.004,0.0,0.002,0.0
5.249,0.0,0.0,-0.004,0.0,0.002,0.0
5.327,0.0,0.0,-0.004,0.0,0.002,0.0
5.381,0.0,0.0,-0.004,0.0,0.002,0.0
5.444,0.0,0.0,-0.004,0.0,0.002,0.0
5.512,0.0,0.0,-0.004,0.0,0.002,0.0
5.57,0.0,0.0,-0.004,0.0,0.002,0.0
5.636,0.0,0.0,-0.004,0.0,0.002,0.0
5.688,0.0,0.0,-0.004,0.0,0.002,0.0
5.757,0.0,0.0,-0.004,0.0,0.002,0.0
5.819,0.0,0.0,-0.004,0.0,0.002,0.0
5.883,0.0,0.0,-0.004,0.0,0.002,0.0
5.939,0.0,0.0,-0.004,0.0,0.002,0.0
6.002,0.0,0.0,-0.004,0.0,0.002,0.0
6.071,0.0,0.0,-0.004,0.0,0.002,0.0
