Time,Motor1 Pos,Opten1 PosX,Opten1 PosY,Motor2 Pos,Opten2 PosX,Opten2 PosY
0.032,0.0,0.0,0.0,0.0,0.0,-0.011
0.16,0.0,0.0,0.0,0.0,0.0,-0.011
0.288,0.0,0.0,0.0,0.0,0.0,-0.011
0.399,0.0,0.0,0.0,0.0,0.0,-0.011
0.512,0.0,0.0,0.0,0.0,0.0,-0.011
0.624,0.0,0.0,0.0,0.0,0.0,-0.011
0.736,0.0,0.0,0.0,0.0,0.0,-0.011
0.848,0.0,0.0,0.0,0.0,0.0,-0.011
0.96,0.0,0.0,0.0,0.0,0.0,-0.011
1.2,-2.476,-0.125,-0.006,0.0,-0.146,-0.011
1.328,-14.076,-9.288,0.034,0.0,-0.14,-0.021
1.456,-26.0,-21.846,0.057,0.0,-0.133,-0.013
1.568,-36.99,-32.362,0.152,0.0,-0.133,0.025
1.679,-38.095,-38.583,0.142,0.0,-0.129,0.085
1.792,-38.095,-38.669,0.14,0.0,-0.131,0.085
1.903,-38.095,-38.669,0.14,0.0,-0.131,0.085
2.016,-38.095,-38.669,0.14,0.0,-0.131,0.085
2.144,-38.095,-38.671,0.14,0.019,-0.131,0.085
2.271,-35.829,-38.496,0.144,0.0,-0.028,0.085
2.4,-24.019,-29.248,0.241,0.0,0.053,0.07
2.512,-12.438,-17.879,0.269,0.0,0.064,0.074
2.623,-2.648,-7.98,0.267,0.0,0.064,0.066
2.735,-0.019,-0.571,0.243,0.0,0.074,0.059
2.864,0.0,-0.442,0.229,0.0,0.074,0.059
2.992,0.0,-0.442,0.229,0.0,0.072,0.059
3.103,0.0,-0.442,0.229,0.0,0.072,0.059
3.216,0.0,-0.442,0.229,0.0,0.072,0.059
3.344,-2.19,-0.506,0.212,0.0,-0.011,0.042
3.472,-13.486,-9.146,0.152,0.0,-0.167,0.023
3.584,-25.162,-19.264,0.207,0.0,-0.157,0.036
3.695,-35.257,-30.298,0.148,0.0,-0.14,0.051
3.807,-38.057,-37.986,0.176,0.0,-0.15,0.078
3.92,-38.095,-38.246,0.18,0.0,-0.152,0.083
4.048,-38.095,-38.246,0.18,0.0,-0.152,0.083
4.159,-38.095,-38.246,0.18,0.0,-0.152,0.083
4.271,-38.095,-38.246,0.18,0.0,-0.152,0.083
4.399,-37.143,-38.183,0.18,0.0,-0.135,0.083
4.512,-27.029,-32.008,0.174,0.0,0.028,0.072
4.639,-15.429,-20.149,0.26,-0.019,0.032,0.066
4.768,-3.886,-7.925,0.188,0.0,0.034,0.061
4.879,0.0,-0.298,0.193,0.0,0.049,0.053
4.991,0.0,-0.144,0.188,0.0,0.061,0.044
5.103,0.0,-0.146,0.191,0.0,0.053,0.038
5.232,0.0,-0.146,0.191,0.0,0.053,0.038
5.36,0.0,-0.146,0.191,0.0,0.051,0.038
5.488,-2.0,-0.201,0.188,0.0,-0.097,0.034
5.599,-12.438,-7.7,0.138,0.019,-0.163,0.023
5.712,-22.61,-16.665,0.182,0.0,-0.169,0.017
5.84,-34.095,-29.466,0.108,0.0,-0.144,0.032
5.968,-38.076,-37.962,0.085,0.0,-0.148,0.059
6.08,-38.095,-38.132,0.085,0.0,-0.148,0.061
6.192,-38.095,-38.132,0.085,0.0,-0.148,0.063
6.304,-38.095,-38.132,0.085,0.0,-0.148,0.063
6.416,-38.095,-38.132,0.085,0.0,-0.148,0.063
6.559,-35.848,-37.945,0.085,0.0,-0.119,0.068
6.688,-24.133,-28.412,0.083,-0.019,0.04,0.063
6.816,-12.495,-16.01,0.125,0.0,0.049,0.07
6.944,-1.143,-4.35,0.083,0.0,0.051,0.057
7.056,0.0,-0.286,0.108,0.0,0.059,0.047
7.168,0.0,-0.256,0.099,0.0,0.059,0.047
7.28,0.0,-0.256,0.099,0.0,0.059,0.047
7.408,0.0,-0.258,0.099,0.0,0.059,0.047
7.535,0.0,-0.258,0.099,0.0,0.059,0.047
7.663,-4.971,-0.98,0.087,0.0,-0.157,0.044
7.775,-16.895,-10.998,0.108,0.0,-0.142,0.025
7.888,-26.667,-21.192,0.131,0.0,-0.146,0.032
8.016,-37.181,-33.255,0.102,0.0,-0.127,0.055
8.143,-38.095,-38.007,0.114,0.0,-0.127,0.061
8.256,-38.095,-38.015,0.114,0.0,-0.121,0.07
8.368,-38.095,-38.015,0.114,0.0,-0.123,0.07
8.479,-38.095,-38.015,0.114,0.0,-0.119,0.07
8.608,-38.095,-38.015,0.114,0.0,-0.121,0.07
8.735,-33.105,-37.431,0.125,0.0,0.059,0.068
8.847,-21.333,-26.545,0.131,0.0,0.07,0.068
8.96,-10.952,-16.201,0.157,0.0,0.076,0.068
9.071,-1.238,-5.586,0.133,0.0,0.076,0.057
9.184,0.0,-0.15,0.135,0.0,0.102,0.057
9.312,0.0,-0.11,0.135,0.0,0.089,0.049
9.423,0.0,-0.11,0.135,0.0,0.087,0.049
9.535,0.0,-0.11,0.135,0.0,0.085,0.049
9.647,0.0,-0.11,0.135,0.0,0.083,0.049
9.759,-2.21,-0.184,0.127,0.0,-0.011,0.044
9.871,-12.61,-6.566,0.108,0.0,-0.121,0.025
9.983,-22.781,-17.128,0.171,0.0,-0.129,0.019
10.096,-32.61,-27.347,0.135,0.0,-0.11,0.028
10.223,-38.057,-37.929,0.087,0.0,-0.11,0.055
10.351,-38.095,-38.248,0.089,0.0,-0.11,0.057
10.463,-38.095,-38.248,0.089,0.0,-0.11,0.057
10.576,-38.095,-38.248,0.089,0.0,-0.11,0.057
10.687,-38.095,-38.248,0.089,0.0,-0.11,0.057
10.831,-35.848,-38.121,0.089,0.0,-0.063,0.053
10.959,-24.152,-29.807,0.091,0.0,0.08,0.051
11.087,-12.533,-17.615,0.142,0.0,0.095,0.055
11.215,-1.105,-5.319,0.095,0.0,0.097,0.042
11.327,0.0,-1.211,0.123,0.0,0.106,0.03
11.439,0.0,-1.177,0.116,0.0,0.106,0.03
11.551,0.0,-1.179,0.116,0.0,0.104,0.03
11.663,0.0,-1.179,0.114,0.0,0.104,0.03
11.775,0.0,-1.179,0.114,0.0,0.104,0.03
11.887,-0.971,-1.219,0.112,0.0,0.006,0.028
12.017,-12.057,-8.484,0.102,0.0,-0.116,0.019
12.127,-23.733,-19.156,0.165,0.0,-0.123,0.028
12.239,-33.829,-30.188,0.159,0.0,-0.102,0.036
12.351,-38.057,-39.467,0.15,0.0,-0.104,0.072
12.463,-38.095,-39.975,0.148,0.0,-0.104,0.074
12.575,-38.095,-39.975,0.148,0.0,-0.102,0.076
12.687,-38.095,-39.975,0.148,0.0,-0.097,0.076
12.816,-38.095,-39.975,0.148,0.0,-0.093,0.076
12.975,-35.848,-39.842,0.148,0.0,-0.025,0.068
13.103,-24.152,-30.965,0.142,0.0,0.091,0.063
13.215,-12.514,-20.041,0.171,0.0,0.102,0.072
13.327,-2.743,-9.686,0.135,0.0,0.104,0.061
13.439,-0.019,-2.65,0.165,0.0,0.116,0.049
13.567,0.0,-2.589,0.148,0.0,0.148,0.047
13.696,0.0,-2.591,0.146,0.0,0.142,0.047
13.807,0.0,-2.591,0.144,0.0,0.142,0.044
13.919,0.0,-2.591,0.142,0.0,0.138,0.044
14.047,-2.19,-2.65,0.135,0.0,-0.011,0.04
14.159,-12.514,-9.614,0.112,0.0,-0.102,0.028
14.287,-24.0,-22.238,0.104,0.0,-0.097,0.036
14.414,-35.543,-34.18,0.07,0.0,-0.089,0.055
14.527,-38.095,-41.214,0.072,0.0,-0.087,0.068
14.639,-38.095,-41.341,0.078,0.0,-0.091,0.072
14.751,-38.095,-41.341,0.078,0.0,-0.087,0.072
14.879,-38.095,-41.341,0.078,0.0,-0.08,0.072
15.007,-38.095,-41.341,0.078,0.0,-0.083,0.072
15.118,-35.867,-41.216,0.078,0.0,-0.002,0.072
15.231,-25.676,-34.527,0.085,-0.019,0.089,0.059
15.343,-15.505,-23.578,0.121,0.0,0.097,0.07
15.471,-3.981,-10.81,0.07,0.0,0.099,0.061
15.599,0.0,-3.55,0.085,0.0,0.108,0.047
15.728,0.0,-3.493,0.074,0.0,0.108,0.044
15.855,0.0,-3.495,0.074,0.0,0.108,0.044
15.967,0.0,-3.495,0.074,0.0,0.108,0.044
16.079,0.0,-3.495,0.074,0.0,0.108,0.044
16.191,-2.19,-3.581,0.064,0.0,-0.015,0.042
16.319,-13.81,-13.106,0.064,0.0,-0.112,0.032
16.447,-25.467,-25.154,0.112,0.0,-0.089,0.042
16.559,-36.667,-35.101,0.066,0.0,-0.087,0.068
16.67,-38.095,-42.172,0.066,0.0,-0.083,0.076
16.799,-38.095,-42.24,0.07,0.0,-0.074,0.087
16.927,-38.095,-42.24,0.07,0.0,-0.072,0.087
17.055,-38.095,-42.238,0.07,0.0,-0.072,0.087
17.167,-38.076,-42.238,0.07,0.0,-0.072,0.087
17.279,-34.476,-42.054,0.07,0.0,0.017,0.078
17.39,-24.076,-33.985,0.072,0.0,0.121,0.072
17.503,-14.19,-23.161,0.099,0.0,0.133,0.083
17.632,-2.21,-11.436,0.087,0.0,0.133,0.072
17.743,0.0,-5.167,0.123,0.0,0.142,0.061
17.855,0.0,-5.11,0.116,-0.019,0.142,0.059
17.967,0.0,-5.112,0.116,0.0,0.142,0.059
18.079,0.0,-5.112,0.116,0.0,0.142,0.059
18.207,0.0,-5.112,0.116,0.0,0.142,0.059
18.335,-2.267,-5.179,0.106,0.0,0.036,0.055
18.447,-12.229,-11.915,0.097,0.0,-0.08,0.044
18.559,-22.762,-22.725,0.121,0.0,-0.08,0.047
18.671,-32.667,-33.018,0.061,0.0,-0.068,0.051
18.799,-38.038,-43.483,-0.04,0.0,-0.068,0.076
18.926,-38.095,-43.838,-0.034,0.0,-0.063,0.078
19.039,-38.095,-43.838,-0.034,0.0,-0.063,0.078
19.151,-38.095,-43.838,-0.034,0.0,-0.063,0.078
19.263,-38.076,-43.838,-0.034,0.0,-0.061,0.078
19.422,-37.143,-43.722,-0.034,0.0,0.011,0.08
19.535,-25.848,-37.018,-0.025,0.0,0.131,0.07
19.647,-15.657,-26.264,0.015,0.0,0.142,0.08
19.758,-5.238,-15.858,0.028,0.0,0.142,0.078
19.871,-0.076,-7.129,0.032,0.0,0.144,0.061
19.998,0.0,-6.124,0.011,0.0,0.159,0.055
20.126,0.0,-6.124,0.004,0.0,0.152,0.053
20.255,0.0,-6.124,0.004,0.0,0.15,0.051
20.367,0.0,-6.124,0.004,0.0,0.148,0.051
20.511,-2.267,-6.217,-0.006,0.0,0.019,0.044
20.639,-13.6,-15.661,-0.015,0.0,-0.072,0.028
20.751,-25.257,-26.359,-0.013,0.0,-0.053,0.038
20.862,-35.333,-36.86,-0.072,0.0,-0.047,0.055
20.975,-38.076,-44.585,-0.044,0.0,-0.044,0.07
21.086,-38.095,-44.725,-0.044,0.0,-0.044,0.07
21.198,-38.095,-44.725,-0.044,0.0,-0.042,0.07
21.326,-38.095,-44.725,-0.044,0.0,-0.042,0.07
21.455,-38.095,-44.725,-0.044,0.0,-0.042,0.07
21.566,-35.752,-44.611,-0.042,0.0,0.051,0.072
21.679,-25.657,-39.01,-0.068,0.0,0.163,0.061
21.791,-15.505,-27.466,0.006,0.0,0.174,0.072
21.902,-5.162,-17.132,0.042,0.0,0.174,0.068
22.031,-0.038,-8.577,0.095,0.0,0.176,0.055
22.158,0.0,-8.354,0.085,0.0,0.182,0.049
22.286,0.0,-8.354,0.085,0.0,0.182,0.047
22.414,0.0,-8.354,0.085,0.0,0.18,0.044
22.527,0.0,-8.354,0.085,0.0,0.178,0.044
22.638,0.0,-8.357,0.085,0.0,0.171,0.042
22.751,0.0,-8.357,0.085,0.0,0.171,0.042
22.863,0.0,-8.357,0.085,0.0,0.171,0.042
22.974,0.0,-8.359,0.085,0.0,0.171,0.042
23.103,0.0,-8.359,0.085,0.0,0.171,0.042
23.231,0.0,-8.359,0.085,0.0,0.171,0.04
23.358,0.0,-8.359,0.085,0.0,0.171,0.04
23.47,0.0,-8.359,0.085,0.0,0.171,0.04
23.663,0.0,-8.376,0.074,3.448,-0.102,0.036
23.79,0.0,-8.376,0.057,15.143,-9.373,0.095
23.918,0.0,-8.365,0.042,27.2,-21.126,0.116
24.03,0.0,-8.374,0.04,36.876,-29.925,0.214
24.143,0.0,-8.376,0.042,38.095,-36.199,0.248
24.255,0.0,-8.38,0.042,38.095,-36.369,0.252
24.366,0.0,-8.382,0.042,38.095,-36.371,0.252
24.494,0.0,-8.382,0.042,38.095,-36.373,0.252
24.606,0.0,-8.382,0.042,38.095,-36.375,0.252
24.718,0.019,-8.34,0.053,36.667,-36.347,0.256
24.831,0.0,-8.189,0.053,26.343,-30.98,0.222
24.942,0.0,-8.162,0.059,15.676,-20.354,0.125
25.055,0.0,-8.122,0.055,5.2,-10.147,0.066
25.183,0.0,-8.12,0.068,0.076,1.268,-0.011
25.294,0.0,-8.107,0.076,0.019,1.903,-0.002
25.407,0.0,-8.107,0.076,0.019,1.903,-0.002
25.518,0.0,-8.107,0.076,0.019,1.903,-0.002
25.631,0.0,-8.107,0.08,0.019,1.903,-0.002
25.806,-0.019,-8.16,0.074,2.324,1.81,-0.006
25.934,0.0,-8.31,0.066,14.419,-6.519,0.044
26.046,0.0,-8.316,0.049,24.876,-16.796,0.127
26.158,0.0,-8.325,0.057,35.2,-27.14,0.197
26.27,0.0,-8.331,0.055,38.076,-35.827,0.275
26.398,0.0,-8.331,0.055,38.095,-36.093,0.279
26.527,0.0,-8.331,0.055,38.095,-36.093,0.279
26.654,0.0,-8.331,0.055,38.095,-36.093,0.279
