Time,Motor1 Pos,Opten1 PosX,Opten1 PosY,Motor2 Pos,Opten2 PosX,Opten2 PosY
0.032,0.0,-0.142,-0.0,0.0,-0.021,-0.002
0.144,0.0,-0.142,-0.0,0.0,-0.021,-0.002
0.272,0.0,-0.142,-0.0,0.0,-0.021,-0.002
0.384,0.0,-0.142,-0.0,0.0,-0.021,-0.002
0.496,0.0,-0.142,-0.0,0.0,-0.021,-0.002
0.609,0.0,-0.142,-0.0,0.0,-0.021,-0.002
0.735,0.0,-0.144,-0.0,0.0,-0.021,-0.002
0.847,0.0,-0.144,-0.0,0.0,-0.023,-0.002
0.96,0.0,-0.144,-0.0,0.0,-0.023,-0.002
1.2,-0.914,-0.201,-0.004,0.057,-0.102,-0.006
1.328,-12.095,-7.84,-0.017,0.038,-0.254,-0.044
1.455,-23.429,-19.05,0.038,0.057,-0.246,-0.072
1.568,-34.552,-29.303,0.023,0.038,-0.252,-0.068
1.68,-37.943,-37.613,0.023,0.057,-0.256,-0.068
1.791,-37.943,-37.977,0.044,0.038,-0.256,-0.068
1.92,-37.943,-37.979,0.049,0.057,-0.256,-0.068
2.048,-37.943,-37.979,0.049,0.057,-0.256,-0.068
2.16,-37.943,-37.977,0.042,0.038,-0.256,-0.068
2.271,-37.048,-37.954,0.042,-0.057,-0.226,-0.066
2.383,-27.352,-32.861,0.025,-0.057,0.237,-0.074
2.512,-16.076,-20.712,-0.028,-0.057,0.224,-0.038
2.623,-5.2,-11.043,-0.021,-0.057,0.237,0.002
2.735,-0.171,-1.484,0.066,-0.057,0.243,0.011
2.848,-0.152,-0.688,0.08,-0.057,0.248,0.011
2.96,-0.152,-0.688,0.08,-0.057,0.248,0.011
3.088,-0.152,-0.688,0.08,-0.057,0.248,0.011
3.215,-0.152,-0.688,0.08,-0.057,0.248,0.011
3.375,-2.305,-0.747,0.074,0.038,0.097,0.002
3.489,-12.19,-7.677,0.047,0.038,-0.248,-0.047
3.615,-23.581,-19.255,-0.025,0.038,-0.25,-0.066
3.728,-34.362,-29.951,-0.087,0.038,-0.258,-0.063
3.84,-37.943,-38.113,-0.165,0.038,-0.262,-0.061
3.952,-37.943,-38.466,-0.161,0.038,-0.262,-0.061
4.081,-37.943,-38.466,-0.161,0.038,-0.262,-0.061
4.207,-37.943,-38.466,-0.161,0.038,-0.262,-0.061
4.32,-37.962,-38.466,-0.161,0.038,-0.262,-0.061
4.448,-35.79,-38.352,-0.161,-0.057,-0.212,-0.059
4.559,-26.095,-31.896,-0.121,-0.057,0.233,-0.072
4.687,-14.8,-19.998,-0.078,-0.095,0.218,-0.036
4.815,-3.771,-8.53,0.023,-0.057,0.222,0.008
