Time,Motor1 Pos,Opten1 PosX,Opten1 PosY,Motor2 Pos,Opten2 PosX,Opten2 PosY
0.032,0.0,0.004,0.021,0.0,0.0,0.004
0.159,0.0,0.004,0.021,0.0,0.0,0.004
0.272,0.0,0.004,0.021,0.0,0.0,0.004
0.384,0.0,0.004,0.021,0.0,0.0,0.004
0.495,0.0,0.004,0.021,0.0,0.0,0.004
0.607,0.0,0.004,0.021,0.0,0.0,0.004
0.72,0.0,0.004,0.021,0.0,0.0,0.004
0.832,0.0,0.004,0.021,0.0,0.0,0.004
0.959,0.0,0.004,0.021,0.0,0.0,0.004
1.215,-3.581,-0.184,0.0,0.019,-0.169,-0.004
1.343,-14.724,-9.599,-0.042,0.019,-0.229,-0.07
1.455,-25.848,-20.032,-0.076,0.019,-0.296,-0.14
1.567,-35.429,-29.197,-0.087,0.019,-0.353,-0.174
1.68,-37.81,-34.715,0.013,0.019,-0.36,-0.152
1.808,-37.848,-34.73,0.011,0.019,-0.328,-0.138
1.936,-37.867,-34.728,0.011,0.019,-0.318,-0.135
2.047,-37.886,-34.726,0.011,0.019,-0.318,-0.135
2.159,-37.905,-34.724,0.011,0.019,-0.315,-0.133
2.272,-35.79,-34.624,0.015,-0.057,-0.231,-0.127
2.383,-25.505,-28.321,-0.025,-0.057,0.476,-0.104
2.495,-15.733,-18.085,-0.021,-0.076,0.508,-0.068
2.623,-4.552,-5.8,-0.028,-0.057,0.502,-0.078
2.751,-0.114,2.603,0.106,-0.057,0.512,-0.072
2.88,-0.114,2.671,0.102,-0.057,0.508,-0.074
3.007,-0.114,2.667,0.102,-0.057,0.508,-0.074
3.12,-0.114,2.665,0.099,-0.057,0.506,-0.074
3.232,-0.114,2.661,0.099,-0.057,0.506,-0.076
3.343,-2.305,2.58,0.097,0.057,0.413,-0.08
3.455,-12.19,-4.284,-0.034,0.057,-0.083,-0.15
3.567,-22.286,-13.936,0.044,0.057,-0.155,-0.182
3.695,-33.314,-23.774,0.161,0.057,-0.161,-0.182
3.807,-37.81,-29.957,0.178,0.057,-0.171,-0.152
3.919,-37.848,-30.213,0.182,0.057,-0.161,-0.15
4.031,-37.848,-30.211,0.184,0.057,-0.159,-0.146
4.144,-37.867,-30.205,0.184,0.057,-0.157,-0.144
4.271,-37.886,-30.201,0.184,0.057,-0.155,-0.144
4.415,-35.771,-30.12,0.184,-0.057,-0.091,-0.14
4.527,-25.676,-23.664,0.265,-0.057,0.483,-0.114
4.64,-15.638,-13.392,0.387,-0.057,0.51,-0.078
4.751,-5.867,-2.807,0.409,-0.057,0.504,-0.087
4.863,-0.152,6.786,0.43,-0.038,0.497,-0.07
4.992,-0.114,7.423,0.453,-0.038,0.495,-0.072
5.103,-0.114,7.421,0.447,-0.038,0.495,-0.074
5.215,-0.114,7.421,0.453,-0.038,0.493,-0.074
5.327,-0.114,7.419,0.453,-0.038,0.493,-0.076
5.487,-2.305,7.355,0.451,0.057,0.4,-0.085
5.599,-12.114,1.835,0.362,0.057,-0.089,-0.159
5.711,-22.19,-8.674,0.307,0.057,-0.167,-0.188
5.838,-33.238,-17.99,0.29,0.057,-0.186,-0.197
5.967,-37.829,-26.867,0.226,0.057,-0.186,-0.193
6.078,-37.886,-26.916,0.229,0.057,-0.155,-0.169
6.191,-37.924,-26.899,0.222,0.038,-0.131,-0.163
6.319,-37.943,-26.877,0.222,0.038,-0.116,-0.163
6.447,-37.943,-26.871,0.222,0.038,-0.114,-0.163
6.575,-35.81,-26.708,0.212,-0.076,0.028,-0.152
6.687,-24.267,-19.628,0.229,-0.076,0.508,-0.125
6.798,-14.152,-9.193,0.271,-0.076,0.519,-0.091
6.911,-4.267,1.602,0.29,-0.057,0.516,-0.095
7.023,-0.133,10.113,0.294,-0.057,0.506,-0.078
7.151,-0.114,10.522,0.288,-0.038,0.506,-0.078
7.279,-0.114,10.52,0.288,-0.038,0.506,-0.08
7.406,-0.114,10.518,0.284,-0.038,0.504,-0.083
7.519,-0.114,10.516,0.284,-0.038,0.504,-0.085
7.63,-2.229,10.467,0.282,0.057,0.406,-0.087
7.743,-12.152,4.595,0.231,0.057,-0.076,-0.157
7.855,-21.981,-5.461,0.135,0.057,-0.148,-0.188
7.983,-33.029,-14.815,0.104,0.057,-0.174,-0.188
8.111,-37.829,-24.128,0.059,0.076,-0.171,-0.195
8.223,-37.848,-24.261,0.053,0.057,-0.167,-0.193
8.335,-37.848,-24.261,0.055,0.057,-0.165,-0.19
8.447,-37.848,-24.261,0.055,0.057,-0.165,-0.19
8.575,-37.867,-24.261,0.055,0.076,-0.169,-0.19
8.703,-37.01,-24.196,0.057,-0.038,-0.133,-0.18
8.831,-25.771,-16.616,0.04,-0.038,0.476,-0.144
8.943,-14.419,-6.221,0.08,-0.038,0.493,-0.11
9.055,-4.533,3.702,0.078,-0.038,0.5,-0.11
9.167,-0.133,12.708,0.104,-0.038,0.487,-0.097
9.294,-0.114,12.895,0.106,-0.038,0.487,-0.097
9.423,-0.114,12.895,0.106,-0.038,0.485,-0.097
9.55,-0.114,12.895,0.104,-0.038,0.485,-0.097
9.678,-0.114,12.895,0.104,-0.038,0.485,-0.097
9.807,-3.657,12.787,0.097,0.076,0.252,-0.099
9.918,-15.029,4.197,-0.011,0.076,-0.087,-0.169
10.03,-24.952,-5.122,-0.015,0.076,-0.163,-0.199
10.143,-34.667,-13.841,0.14,0.076,-0.169,-0.195
10.255,-37.848,-21.08,0.368,0.076,-0.163,-0.201
10.367,-37.848,-21.353,0.339,0.076,-0.163,-0.197
10.478,-37.867,-21.353,0.345,0.076,-0.163,-0.197
10.607,-37.867,-21.353,0.345,0.076,-0.163,-0.195
10.719,-37.867,-21.353,0.345,0.076,-0.163,-0.195
10.847,-35.676,-21.279,0.347,-0.038,-0.114,-0.188
10.958,-25.981,-15.638,0.248,-0.038,0.474,-0.161
11.086,-14.8,-4.837,0.216,-0.038,0.489,-0.119
11.214,-3.524,7.123,0.201,-0.038,0.491,-0.112
11.327,-0.114,13.763,0.237,-0.038,0.493,-0.102
11.439,-0.114,13.796,0.237,-0.038,0.491,-0.102
11.55,-0.114,13.796,0.237,-0.038,0.491,-0.102
11.679,-0.114,13.796,0.237,-0.038,0.491,-0.102
11.807,-0.114,13.796,0.237,-0.038,0.491,-0.102
11.918,-2.21,13.75,0.237,0.057,0.413,-0.104
12.03,-12.038,9.045,0.214,0.057,-0.064,-0.18
12.143,-21.848,-1.027,0.129,0.057,-0.116,-0.216
12.255,-31.81,-10.228,0.411,0.057,-0.161,-0.22
12.382,-37.848,-19.166,0.567,0.057,-0.131,-0.22
12.511,-37.867,-19.636,0.624,0.057,-0.131,-0.218
12.623,-37.867,-19.634,0.635,0.057,-0.131,-0.216
12.735,-37.867,-19.634,0.633,0.057,-0.131,-0.216
12.862,-37.867,-19.634,0.631,0.057,-0.131,-0.216
13.022,-35.771,-19.518,0.62,-0.038,-0.0,-0.203
13.134,-24.362,-12.66,0.497,-0.038,0.478,-0.178
13.246,-14.362,-2.627,0.483,-0.038,0.489,-0.142
13.358,-4.59,7.023,0.51,-0.038,0.491,-0.138
13.471,-0.133,14.021,0.567,-0.038,0.5,-0.123
13.598,-0.114,14.065,0.563,-0.038,0.5,-0.123
13.71,-0.114,14.055,0.557,-0.038,0.5,-0.123
13.823,-0.114,14.05,0.557,-0.038,0.497,-0.123
