Time,Motor1 Apos,Opten1 PosX,Opten1 PosY,Motor2 Apos,Opten2 PosX,Opten2 PosY
4.859,0.0,-0.104,-0.023,-3.09,-2.062,-0.028
4.926,0.0,-0.104,-0.025,-1.52,-1.473,-0.023
4.987,-0.02,-0.104,-0.025,-1.52,-0.988,-0.04
5.052,-0.02,-0.104,-0.025,-0.17,-0.413,-0.072
5.114,-0.02,-0.102,-0.025,-0.17,0.025,-0.087
5.175,0.0,-0.08,-0.032,-0.17,0.19,-0.085
5.229,0.0,-0.074,-0.032,0.13,0.226,-0.089
5.298,0.0,-0.072,-0.032,0.13,0.243,-0.083
5.356,-0.02,-0.072,-0.032,0.13,0.25,-0.089
5.42,-0.02,-0.07,-0.032,0.15,0.252,-0.089
5.485,-0.02,-0.068,-0.032,0.15,0.254,-0.089
5.549,0.0,-0.066,-0.032,0.15,0.254,-0.08
5.603,0.0,-0.066,-0.032,0.17,0.254,-0.078
5.673,0.0,-0.066,-0.032,0.17,0.254,-0.078
5.735,0.0,-0.064,-0.032,0.17,0.254,-0.078
5.791,0.0,-0.066,-0.032,0.19,0.254,-0.078
5.858,0.0,-0.087,-0.03,0.19,0.231,-0.08
5.916,-0.04,-0.114,-0.03,0.19,0.186,-0.076
5.979,-0.04,-0.212,-0.032,-0.57,0.004,-0.074
6.044,-0.04,-0.385,-0.034,-0.57,-0.199,-0.093
6.105,-0.08,-0.43,-0.038,-0.57,-0.514,-0.095
6.178,-0.08,-0.43,-0.038,-1.73,-1.156,-0.085
6.235,-0.08,-0.428,-0.038,-1.73,-1.655,-0.063
6.298,-0.08,-0.428,-0.036,-3.33,-2.203,-0.063
6.361,-0.08,-0.428,-0.036,-3.33,-2.75,-0.055
6.423,-0.08,-0.428,-0.034,-3.33,-3.298,-0.042
6.485,-0.08,-0.428,-0.034,-4.9,-3.821,-0.038
6.545,-0.08,-0.428,-0.034,-4.9,-4.307,-0.036
6.608,-0.08,-0.428,-0.034,-4.9,-4.854,-0.038
6.667,-0.08,-0.428,-0.034,-6.38,-5.362,-0.034
6.731,-0.08,-0.428,-0.034,-6.38,-5.952,-0.032
6.792,-0.08,-0.428,-0.034,-6.38,-6.445,-0.044
6.855,-0.08,-0.428,-0.032,-7.75,-6.974,-0.083
6.918,-0.08,-0.428,-0.032,-7.75,-7.518,-0.104
6.978,-0.08,-0.428,-0.032,-9.33,-8.111,-0.106
7.056,-0.08,-0.428,-0.032,-9.33,-8.805,-0.089
7.132,-0.08,-0.417,-0.032,-9.33,-9.487,-0.07
7.193,-0.08,-0.428,-0.032,-10.8,-10.022,-0.07
7.258,-0.08,-0.438,-0.032,-10.8,-10.253,-0.078
7.307,-0.08,-0.44,-0.034,-11.05,-10.308,-0.072
7.378,-0.08,-0.44,-0.034,-11.05,-10.325,-0.074
7.435,-0.08,-0.44,-0.034,-11.05,-10.325,-0.074
7.5,-0.08,-0.44,-0.034,-11.07,-10.327,-0.074
7.564,-0.08,-0.44,-0.034,-11.07,-10.327,-0.074
7.627,-0.08,-0.44,-0.034,-11.07,-10.329,-0.074
7.682,-0.08,-0.44,-0.034,-11.07,-10.329,-0.074
7.748,-0.08,-0.44,-0.034,-11.07,-10.331,-0.074
7.81,-0.08,-0.44,-0.034,-11.07,-10.334,-0.076
7.872,-0.08,-0.428,-0.034,-11.09,-10.323,-0.074
7.932,-0.08,-0.402,-0.04,-11.09,-10.302,-0.074
7.996,-0.02,-0.301,-0.04,-10.46,-10.215,-0.072
8.07,-0.02,-0.08,-0.038,-10.46,-10.001,-0.087
8.124,-0.02,0.08,-0.032,-10.46,-9.855,-0.085
8.188,-0.02,0.059,-0.036,-9.2,-9.337,-0.089
8.254,-0.02,0.059,-0.036,-9.2,-8.774,-0.091
8.315,-0.02,0.07,-0.036,-9.2,-8.274,-0.131
8.377,-0.02,0.072,-0.036,-7.79,-7.743,-0.129
8.436,-0.02,0.072,-0.036,-7.79,-7.154,-0.11
8.498,-0.02,0.072,-0.036,-7.79,-6.655,-0.087
8.558,-0.02,0.072,-0.036,-6.23,-6.145,-0.049
8.619,0.0,0.072,-0.036,-6.23,-5.582,-0.057
8.683,0.0,0.072,-0.036,-4.8,-5.0,-0.055
8.756,0.0,0.072,-0.036,-4.8,-4.426,-0.04
8.813,-0.02,0.072,-0.036,-4.8,-3.878,-0.066
8.876,-0.02,0.072,-0.036,-3.26,-3.342,-0.074
8.941,-0.02,0.072,-0.036,-3.26,-2.809,-0.087
9.003,-0.02,0.072,-0.036,-3.26,-2.292,-0.091
9.066,-0.02,0.074,-0.036,-1.85,-1.702,-0.095
9.127,-0.02,0.074,-0.036,-1.85,-1.181,-0.093
9.188,-0.02,0.074,-0.036,-0.36,-0.612,-0.119
9.251,-0.02,0.074,-0.036,-0.36,-0.176,-0.144
9.311,-0.02,0.076,-0.036,-0.36,-0.013,-0.148
9.372,-0.02,0.091,-0.038,-0.1,0.021,-0.146
9.436,-0.02,0.102,-0.038,-0.1,0.025,-0.146
9.499,0.0,0.102,-0.038,-0.1,0.034,-0.144
9.563,0.0,0.104,-0.038,-0.08,0.038,-0.144
9.624,0.0,0.104,-0.038,-0.08,0.038,-0.144
9.687,0.0,0.104,-0.038,-0.06,0.038,-0.144
9.747,0.0,0.104,-0.038,-0.06,0.038,-0.144
9.81,0.0,0.104,-0.038,-0.06,0.038,-0.144
9.873,0.0,0.104,-0.038,-0.06,0.036,-0.144
9.936,0.0,0.083,-0.038,-0.06,0.017,-0.138
9.995,-0.06,0.055,-0.044,-0.06,-0.03,-0.131
10.06,-0.06,-0.14,-0.051,-0.8,-0.216,-0.131
10.124,-0.06,-0.315,-0.053,-0.8,-0.387,-0.129
10.183,-0.08,-0.411,-0.061,-0.8,-0.701,-0.144
10.243,-0.08,-0.402,-0.061,-2.1,-1.192,-0.123
10.309,-0.08,-0.389,-0.066,-2.1,-1.81,-0.099
10.37,-0.08,-0.385,-0.066,-2.1,-2.354,-0.099
10.433,-0.08,-0.392,-0.064,-3.64,-2.834,-0.091
10.497,-0.08,-0.392,-0.061,-3.64,-3.45,-0.059
10.558,-0.08,-0.379,-0.061,-5.22,-3.971,-0.07
10.621,-0.08,-0.379,-0.061,-5.22,-4.513,-0.038
10.682,-0.08,-0.381,-0.061,-5.22,-5.025,-0.047
10.746,-0.06,-0.37,-0.061,-6.76,-5.569,-0.049
10.82,-0.06,-0.383,-0.061,-6.76,-6.221,-0.049
10.876,-0.08,-0.392,-0.061,-6.76,-6.684,-0.072
10.939,-0.08,-0.392,-0.059,-8.3,-7.228,-0.093
11.003,-0.08,-0.392,-0.059,-8.3,-7.832,-0.093
11.065,-0.08,-0.392,-0.059,-8.3,-8.401,-0.087
11.127,-0.08,-0.394,-0.059,-9.66,-8.92,-0.066
11.19,-0.08,-0.394,-0.059,-9.66,-9.148,-0.057
11.246,-0.08,-0.396,-0.059,-9.98,-9.21,-0.059
11.311,-0.08,-0.396,-0.059,-9.98,-9.229,-0.059
11.371,-0.08,-0.396,-0.059,-9.98,-9.229,-0.059
11.436,-0.08,-0.396,-0.059,-10.0,-9.233,-0.059
11.497,-0.08,-0.396,-0.059,-10.0,-9.233,-0.059
11.56,-0.08,-0.396,-0.059,-10.0,-9.233,-0.059
11.627,-0.08,-0.396,-0.059,-10.0,-9.233,-0.059
11.693,-0.08,-0.396,-0.061,-10.0,-9.235,-0.059
11.755,-0.08,-0.396,-0.061,-10.0,-9.239,-0.059
11.817,-0.08,-0.398,-0.061,-10.02,-9.239,-0.059
11.88,-0.08,-0.398,-0.061,-10.02,-9.239,-0.059
11.932,-0.08,-0.398,-0.061,-10.02,-9.239,-0.059
12.006,-0.08,-0.373,-0.066,-10.02,-9.218,-0.059
12.058,-0.02,-0.341,-0.068,-10.02,-9.18,-0.059
12.122,-0.02,-0.222,-0.074,-9.3,-9.053,-0.068
12.19,-0.02,-0.019,-0.072,-9.3,-8.839,-0.076
12.252,-0.02,0.076,-0.064,-9.3,-8.6,-0.089
12.318,-0.02,0.057,-0.068,-8.0,-8.064,-0.119
12.379,-0.02,0.074,-0.072,-8.0,-7.482,-0.102
12.444,-0.02,0.076,-0.072,-8.0,-6.911,-0.076
12.507,-0.02,0.076,-0.072,-6.61,-6.407,-0.044
12.566,-0.02,0.076,-0.072,-6.61,-5.88,-0.044
12.619,-0.02,0.083,-0.072,-5.05,-5.412,-0.044
12.69,-0.02,0.072,-0.07,-5.05,-4.777,-0.034
12.749,-0.02,0.07,-0.064,-5.05,-4.314,-0.028
12.811,-0.02,0.074,-0.068,-3.47,-3.704,-0.059
12.876,-0.02,0.087,-0.068,-3.47,-3.171,-0.066
12.939,-0.02,0.072,-0.064,-3.47,-2.618,-0.097
12.998,-0.02,0.085,-0.066,-1.94,-2.1,-0.104
13.062,-0.02,0.089,-0.068,-1.94,-1.562,-0.099
13.124,-0.02,0.089,-0.068,-1.94,-1.003,-0.119
13.184,-0.02,0.089,-0.068,-0.44,-0.474,-0.123
13.249,-0.02,0.091,-0.068,-0.44,-0.171,-0.146
13.309,0.0,0.091,-0.068,-0.44,-0.097,-0.155
13.373,0.0,0.091,-0.068,-0.21,-0.083,-0.148
13.434,0.0,0.091,-0.068,-0.21,-0.08,-0.148
13.498,0.0,0.091,-0.068,-0.21,-0.078,-0.148
13.561,0.0,0.093,-0.068,-0.17,-0.078,-0.148
13.626,0.0,0.099,-0.068,-0.17,-0.076,-0.148
13.69,0.0,0.102,-0.068,-0.17,-0.074,-0.148
13.748,0.0,0.108,-0.068,-0.17,-0.07,-0.148
13.809,0.0,0.112,-0.068,-0.17,-0.068,-0.148
13.872,0.0,0.112,-0.068,-0.15,-0.066,-0.148
13.934,0.0,0.112,-0.068,-0.15,-0.066,-0.148
13.995,-0.02,0.112,-0.068,-0.15,-0.063,-0.148
14.058,-0.02,0.112,-0.068,-0.15,-0.063,-0.148
14.122,-0.02,0.112,-0.068,-0.15,-0.063,-0.148
14.184,-0.02,0.112,-0.068,-0.13,-0.063,-0.148
14.243,-0.02,0.112,-0.068,-0.13,-0.063,-0.148
14.315,-0.02,0.112,-0.068,-0.13,-0.063,-0.148
14.38,-0.02,0.112,-0.068,-0.13,-0.063,-0.148
14.447,-0.02,0.112,-0.068,-0.13,-0.063,-0.148
14.496,-0.02,0.112,-0.068,-0.13,-0.063,-0.148
14.571,-0.02,0.112,-0.068,-0.13,-0.063,-0.148
14.635,-0.02,0.112,-0.068,-0.13,-0.063,-0.148
14.699,-0.02,0.112,-0.068,-0.13,-0.063,-0.148
14.764,-0.02,0.112,-0.068,-0.13,-0.063,-0.148
14.823,-0.02,0.112,-0.068,-0.13,-0.063,-0.148
14.885,-0.02,0.112,-0.068,-0.13,-0.063,-0.148
14.947,-0.02,0.112,-0.068,-0.13,-0.063,-0.148
15.012,-0.02,0.112,-0.068,-0.13,-0.063,-0.148
15.073,-0.02,0.112,-0.068,-0.13,-0.063,-0.148
15.134,-0.02,0.112,-0.068,-0.13,-0.063,-0.148
15.21,-0.02,0.112,-0.068,-0.13,-0.063,-0.148
15.273,-0.02,0.112,-0.068,-0.13,-0.063,-0.148
15.321,-0.02,0.112,-0.068,-0.13,-0.063,-0.148
15.384,0.0,0.112,-0.068,-0.13,-0.063,-0.148
15.447,0.0,0.112,-0.068,-0.13,-0.063,-0.148
15.516,-0.02,0.112,-0.068,-0.13,-0.063,-0.148
15.579,-0.02,0.112,-0.068,-0.13,-0.063,-0.148
15.647,-0.02,0.114,-0.068,-0.13,-0.063,-0.148
15.707,-0.02,0.114,-0.068,-0.13,-0.063,-0.148
15.772,-0.02,0.114,-0.068,-0.13,-0.063,-0.148
15.835,-0.02,0.114,-0.068,-0.13,-0.063,-0.148
15.895,-0.02,0.114,-0.068,-0.13,-0.063,-0.148
15.961,-0.02,0.114,-0.068,-0.13,-0.063,-0.148
16.012,-0.02,0.114,-0.068,-0.13,-0.063,-0.148
16.077,-0.02,0.114,-0.068,-0.13,-0.063,-0.148
16.142,-0.02,0.097,-0.064,-0.13,-0.08,-0.135
16.203,-0.04,0.066,-0.064,-0.13,-0.116,-0.133
16.265,-0.04,-0.097,-0.074,-0.91,-0.298,-0.131
16.329,-0.04,-0.305,-0.087,-0.91,-0.489,-0.123
16.392,-0.08,-0.423,-0.095,-0.91,-0.8,-0.14
16.454,-0.08,-0.398,-0.095,-2.17,-1.278,-0.123
16.521,-0.08,-0.398,-0.095,-2.17,-1.839,-0.119
16.576,-0.08,-0.398,-0.095,-2.17,-2.402,-0.123
16.638,-0.08,-0.406,-0.095,-3.71,-2.902,-0.121
16.7,-0.08,-0.406,-0.093,-3.71,-3.461,-0.104
16.762,-0.08,-0.398,-0.093,-5.14,-4.003,-0.114
16.824,-0.08,-0.398,-0.093,-5.14,-4.564,-0.093
16.892,-0.08,-0.404,-0.093,-5.14,-5.131,-0.114
16.955,-0.08,-0.406,-0.093,-6.61,-5.679,-0.125
17.019,-0.08,-0.406,-0.093,-6.61,-5.997,-0.125
17.083,-0.08,-0.409,-0.093,-6.9,-6.09,-0.127
17.143,-0.08,-0.409,-0.093,-6.9,-6.104,-0.125
17.204,-0.08,-0.409,-0.093,-6.9,-6.107,-0.125
17.26,-0.08,-0.409,-0.093,-6.91,-6.109,-0.125
17.328,-0.08,-0.379,-0.097,-6.91,-6.085,-0.125
17.389,-0.02,-0.328,-0.102,-6.91,-6.03,-0.127
17.452,-0.02,-0.157,-0.104,-6.19,-5.893,-0.135
17.515,-0.02,-0.017,-0.106,-6.19,-5.728,-0.14
17.577,-0.02,0.095,-0.102,-6.19,-5.41,-0.142
17.64,-0.02,0.078,-0.106,-4.86,-4.915,-0.152
17.704,-0.02,0.076,-0.106,-4.86,-4.424,-0.142
17.764,-0.02,0.076,-0.106,-4.86,-3.871,-0.176
17.825,-0.02,0.076,-0.106,-3.31,-3.382,-0.188
17.885,-0.02,0.074,-0.102,-3.31,-2.796,-0.197
17.947,-0.02,0.074,-0.099,-1.92,-2.33,-0.207
18.022,-0.02,0.076,-0.099,-1.92,-1.674,-0.205
18.075,-0.02,0.076,-0.099,-1.92,-1.179,-0.222
18.141,-0.02,0.074,-0.093,-0.36,-0.597,-0.252
18.208,-0.02,0.078,-0.095,-0.36,-0.047,-0.288
18.268,-0.02,0.087,-0.099,-0.36,0.487,-0.301
18.33,-0.02,0.089,-0.099,1.07,1.041,-0.305
18.394,-0.02,0.089,-0.099,1.07,1.38,-0.313
18.453,0.0,0.091,-0.102,1.07,1.461,-0.313
18.515,0.0,0.091,-0.102,1.33,1.477,-0.315
18.577,0.0,0.093,-0.102,1.33,1.477,-0.315
18.635,-0.02,0.093,-0.102,1.33,1.48,-0.315
18.7,-0.02,0.093,-0.102,1.35,1.484,-0.315
18.763,-0.02,0.095,-0.102,1.35,1.486,-0.315
18.826,-0.02,0.097,-0.102,1.35,1.486,-0.315
18.888,-0.02,0.099,-0.102,1.35,1.488,-0.315
18.948,-0.02,0.104,-0.102,1.35,1.488,-0.315
19.01,-0.02,0.106,-0.102,1.35,1.488,-0.315
19.071,-0.02,0.11,-0.104,1.35,1.488,-0.315
19.148,0.0,0.116,-0.104,1.35,1.488,-0.315
19.21,0.0,0.119,-0.104,1.35,1.488,-0.315
19.27,0.0,0.119,-0.104,1.35,1.49,-0.315
19.324,-0.02,0.119,-0.104,1.35,1.49,-0.315
19.394,-0.02,0.119,-0.104,1.37,1.49,-0.315
19.451,-0.02,0.119,-0.104,1.37,1.49,-0.315
19.515,-0.02,0.119,-0.104,1.37,1.49,-0.315
19.578,-0.02,0.119,-0.104,1.37,1.49,-0.315
19.639,-0.02,0.119,-0.104,1.37,1.49,-0.315
19.699,-0.02,0.119,-0.104,1.37,1.49,-0.315
19.763,-0.02,0.119,-0.104,1.37,1.49,-0.315
19.825,0.0,0.119,-0.104,1.37,1.49,-0.315
19.886,0.0,0.119,-0.104,1.37,1.49,-0.315
19.948,0.0,0.119,-0.104,1.37,1.49,-0.315
20.01,-0.02,0.119,-0.104,1.37,1.49,-0.315
20.086,-0.02,0.119,-0.104,1.37,1.49,-0.315
20.14,0.0,0.119,-0.104,1.37,1.492,-0.315
20.204,0.0,0.15,-0.108,1.39,1.518,-0.315
20.268,0.0,0.267,-0.114,1.39,1.645,-0.305
20.33,0.69,0.459,-0.119,1.39,1.829,-0.303
20.392,0.69,0.701,-0.108,1.71,2.089,-0.32
20.454,0.69,0.902,-0.106,1.71,2.303,-0.339
20.513,1.12,0.961,-0.102,1.71,2.343,-0.345
20.574,1.12,0.976,-0.102,1.81,2.36,-0.347
20.639,1.12,0.98,-0.102,1.81,2.366,-0.334
20.699,1.16,0.982,-0.102,1.83,2.366,-0.334
20.765,1.16,0.991,-0.102,1.83,2.375,-0.341
20.826,1.16,0.999,-0.102,1.83,2.377,-0.337
20.887,1.2,1.008,-0.102,1.83,2.39,-0.345
20.961,1.2,1.01,-0.102,1.83,2.394,-0.341
21.019,1.22,1.022,-0.102,1.83,2.4,-0.345
21.083,1.22,1.024,-0.102,1.81,2.409,-0.345
21.146,1.22,1.027,-0.102,1.81,2.415,-0.345
21.207,1.26,1.029,-0.102,1.81,2.419,-0.347
21.269,1.26,1.029,-0.102,1.83,2.421,-0.347
21.331,1.26,1.041,-0.104,1.83,2.424,-0.343
21.387,1.28,1.044,-0.104,1.83,2.428,-0.343
21.45,1.28,1.046,-0.106,1.83,2.43,-0.347
21.512,1.3,1.054,-0.104,1.83,2.432,-0.347
21.573,1.3,1.056,-0.104,1.83,2.441,-0.347
21.638,1.3,1.058,-0.104,1.83,2.449,-0.347
21.698,1.31,1.06,-0.104,1.83,2.449,-0.347
21.764,1.31,1.06,-0.104,1.83,2.449,-0.347
21.826,1.31,1.06,-0.104,1.83,2.451,-0.347
21.908,1.31,1.063,-0.104,1.83,2.451,-0.347
21.968,1.31,1.063,-0.104,1.83,2.453,-0.347
22.027,1.31,1.063,-0.104,1.83,2.453,-0.347
22.09,1.31,1.065,-0.104,1.81,2.453,-0.347
22.151,1.31,1.067,-0.104,1.81,2.455,-0.347
22.219,1.31,1.069,-0.104,1.81,2.457,-0.347
22.282,1.31,1.073,-0.104,1.83,2.462,-0.351
22.343,1.31,1.073,-0.104,1.83,2.462,-0.351
22.412,1.33,1.075,-0.104,1.83,2.462,-0.351
22.467,1.33,1.075,-0.104,1.83,2.462,-0.351
22.539,1.33,1.075,-0.104,1.83,2.462,-0.351
22.599,1.33,1.075,-0.104,1.83,2.462,-0.351
22.663,1.33,1.075,-0.104,1.83,2.464,-0.351
22.716,1.33,1.075,-0.104,1.83,2.464,-0.351
22.78,1.33,1.075,-0.104,1.83,2.464,-0.349
22.847,1.33,1.077,-0.104,1.83,2.464,-0.349
22.906,1.33,1.077,-0.104,1.83,2.464,-0.349
22.969,1.33,1.077,-0.104,1.83,2.464,-0.349
23.031,1.33,1.077,-0.104,1.83,2.466,-0.347
23.093,1.35,1.077,-0.104,1.83,2.466,-0.347
23.153,1.35,1.08,-0.104,1.81,2.466,-0.347
23.213,1.35,1.08,-0.104,1.81,2.466,-0.347
23.287,1.35,1.08,-0.104,1.83,2.466,-0.347
23.349,1.35,1.08,-0.104,1.83,2.466,-0.347
23.403,1.35,1.08,-0.104,1.83,2.466,-0.347
23.471,1.35,1.08,-0.104,1.83,2.466,-0.347
23.535,1.35,1.08,-0.104,1.83,2.468,-0.347
23.596,1.35,1.082,-0.104,1.83,2.472,-0.347
23.657,1.35,1.082,-0.104,1.83,2.472,-0.349
23.72,1.35,1.082,-0.104,1.83,2.472,-0.349
23.784,1.37,1.082,-0.104,1.83,2.472,-0.351
23.846,1.37,1.086,-0.104,1.83,2.474,-0.351
23.909,1.37,1.086,-0.104,1.83,2.474,-0.351
23.962,1.37,1.086,-0.104,1.83,2.474,-0.351
24.035,1.37,1.088,-0.104,1.83,2.479,-0.351
24.093,1.37,1.088,-0.104,1.83,2.479,-0.351
24.152,1.37,1.09,-0.104,1.83,2.481,-0.349
24.218,1.37,1.09,-0.104,1.83,2.481,-0.349
24.279,1.37,1.09,-0.104,1.83,2.481,-0.349
24.343,1.37,1.09,-0.104,1.83,2.481,-0.349
24.405,1.37,1.092,-0.104,1.83,2.481,-0.349
24.466,1.37,1.092,-0.104,1.83,2.483,-0.349
24.529,1.37,1.094,-0.104,1.83,2.483,-0.349
24.592,1.37,1.094,-0.104,1.83,2.483,-0.349
24.65,1.37,1.094,-0.104,1.83,2.483,-0.349
24.717,1.37,1.094,-0.104,1.83,2.483,-0.349
24.778,1.37,1.094,-0.104,1.83,2.483,-0.349
24.842,1.37,1.094,-0.104,1.83,2.483,-0.349
24.903,1.37,1.094,-0.104,1.83,2.483,-0.349
24.966,1.37,1.094,-0.104,1.83,2.483,-0.349
25.028,1.37,1.094,-0.104,1.83,2.483,-0.349
25.092,1.37,1.094,-0.104,1.83,2.483,-0.349
25.152,1.37,1.094,-0.104,1.83,2.483,-0.349
25.215,1.37,1.094,-0.104,1.83,2.483,-0.349
25.275,1.37,1.094,-0.104,1.83,2.483,-0.349
25.338,1.37,1.094,-0.104,1.83,2.483,-0.349
25.403,1.37,1.094,-0.104,1.83,2.483,-0.349
25.466,1.37,1.094,-0.104,1.83,2.483,-0.349
25.527,1.37,1.094,-0.104,1.83,2.483,-0.349
25.589,1.37,1.094,-0.104,1.83,2.483,-0.349
25.655,1.37,1.094,-0.104,1.83,2.485,-0.349
25.715,1.37,1.094,-0.104,1.83,2.485,-0.349
25.778,1.37,1.094,-0.104,1.83,2.485,-0.349
25.841,1.37,1.094,-0.104,1.83,2.485,-0.349
25.904,1.37,1.094,-0.104,1.83,2.485,-0.349
25.965,1.37,1.094,-0.104,1.83,2.485,-0.349
26.026,1.37,1.094,-0.104,1.83,2.485,-0.349
26.089,1.37,1.094,-0.104,1.83,2.485,-0.349
26.153,1.37,1.094,-0.104,1.83,2.485,-0.349
26.316,1.37,1.094,-0.104,1.83,2.485,-0.349
26.342,1.37,1.094,-0.104,1.83,2.485,-0.349
26.405,1.37,1.094,-0.104,1.83,2.485,-0.347
26.466,1.37,1.099,-0.104,1.83,2.489,-0.347
26.53,1.37,1.099,-0.104,1.83,2.491,-0.347
26.594,1.37,1.099,-0.104,1.83,2.491,-0.347
26.65,1.39,1.107,-0.104,1.83,2.493,-0.351
26.722,1.39,1.107,-0.104,1.83,2.493,-0.351
26.783,1.39,1.109,-0.104,1.83,2.493,-0.351
26.841,1.39,1.109,-0.104,1.83,2.493,-0.351
26.908,1.39,1.109,-0.104,1.83,2.493,-0.351
26.967,1.39,1.109,-0.104,1.83,2.493,-0.351
27.028,1.39,1.109,-0.104,1.83,2.493,-0.351
27.089,1.39,1.109,-0.104,1.83,2.493,-0.351
27.155,1.39,1.109,-0.104,1.83,2.493,-0.351
