Time,Motor1 Pos,Opten1 PosX,Opten1 PosY,Motor2 Pos,Opten2 PosX,Opten2 PosY
0.032,0.0,0.0,0.004,-0.019,-0.002,0.0
0.144,0.0,0.0,0.002,-0.019,-0.002,0.0
0.256,0.0,0.0,0.004,-0.019,-0.002,0.0
0.368,0.0,0.0,0.004,-0.019,-0.002,0.0
0.48,0.0,0.0,0.004,-0.019,-0.002,0.0
0.591,0.0,0.0,0.004,-0.019,-0.002,0.0
0.704,0.0,0.0,0.004,-0.019,-0.002,0.0
0.832,0.0,0.0,0.004,-0.019,-0.002,0.0
0.944,0.0,0.0,0.004,0.0,-0.002,0.0
1.2,-2.8,-0.114,0.021,0.0,-0.034,0.013
1.327,-13.752,-9.032,-0.135,0.0,-0.042,-0.002
1.456,-25.352,-20.817,-0.235,0.0,-0.032,-0.002
1.568,-36.19,-30.745,-0.269,0.0,-0.03,0.008
1.68,-37.924,-37.933,-0.33,0.0,-0.03,0.011
1.792,-37.924,-37.986,-0.343,0.0,-0.03,0.011
1.904,-37.924,-37.986,-0.343,0.0,-0.03,0.011
2.016,-37.924,-37.986,-0.343,0.0,-0.03,0.011
2.128,-37.943,-37.986,-0.343,0.0,-0.03,0.011
2.288,-35.829,-37.782,-0.334,-0.076,0.106,0.011
2.4,-24.324,-30.283,-0.301,-0.057,0.419,-0.004
2.511,-14.286,-20.377,-0.309,-0.038,0.419,0.0
2.624,-4.514,-9.741,-0.313,-0.038,0.417,0.004
2.736,-0.152,-1.115,-0.207,-0.038,0.419,0.006
2.864,-0.133,-0.734,-0.195,-0.038,0.421,0.006
2.975,-0.133,-0.734,-0.195,-0.019,0.421,0.006
3.088,-0.133,-0.734,-0.195,-0.038,0.421,0.006
3.2,-0.133,-0.734,-0.195,-0.038,0.423,0.006
3.36,-2.019,-0.836,-0.184,0.019,0.294,0.025
3.472,-13.524,-8.249,-0.277,0.019,0.078,0.013
3.583,-23.543,-18.078,-0.332,0.0,0.085,0.0
3.695,-33.352,-28.645,-0.394,0.0,0.089,0.019
3.807,-37.924,-37.943,-0.51,0.0,0.085,0.023
3.936,-37.943,-38.468,-0.508,0.0,0.085,0.023
4.064,-37.943,-38.468,-0.508,0.0,0.083,0.023
4.192,-37.943,-38.468,-0.508,0.0,0.083,0.023
4.303,-37.943,-38.468,-0.508,0.0,0.083,0.023
4.463,-34.476,-38.17,-0.504,-0.076,0.26,0.015
4.592,-23.01,-28.545,-0.398,-0.076,0.495,-0.013
4.72,-11.676,-16.387,-0.296,-0.076,0.48,0.006
4.832,-1.048,-6.225,-0.229,-0.076,0.472,0.015
4.944,-0.152,-0.751,-0.171,-0.057,0.47,0.015
5.056,-0.152,-0.747,-0.174,-0.057,0.47,0.015
5.167,-0.152,-0.747,-0.174,-0.057,0.47,0.015
5.296,-0.152,-0.747,-0.174,-0.057,0.47,0.015
5.424,-0.152,-0.747,-0.174,-0.057,0.47,0.015
5.536,-3.733,-0.893,-0.159,0.019,0.288,0.032
5.648,-13.543,-8.909,-0.282,0.019,0.085,0.015
5.76,-23.81,-18.648,-0.339,0.0,0.089,0.008
5.871,-33.619,-29.335,-0.428,0.0,0.091,0.025
6.0,-37.943,-38.307,-0.516,0.0,0.085,0.025
6.127,-37.943,-38.413,-0.516,0.0,0.085,0.025
6.256,-37.943,-38.413,-0.516,0.0,0.085,0.025
6.368,-37.943,-38.413,-0.516,0.0,0.085,0.025
6.48,-37.943,-38.413,-0.519,0.0,0.085,0.025
6.592,-35.752,-38.221,-0.519,-0.095,0.212,0.021
6.704,-25.81,-31.071,-0.432,-0.076,0.514,0.015
6.831,-14.419,-19.482,-0.296,-0.076,0.5,-0.004
6.959,-3.2,-7.906,-0.237,-0.076,0.489,0.021
7.072,-0.152,-0.779,-0.157,-0.057,0.487,0.025
7.183,-0.152,-0.694,-0.157,-0.057,0.487,0.025
7.296,-0.152,-0.694,-0.157,-0.057,0.487,0.025
7.424,-0.152,-0.694,-0.157,-0.057,0.487,0.025
7.536,-0.152,-0.694,-0.157,-0.057,0.487,0.025
7.679,-2.362,-0.747,-0.144,0.019,0.347,0.034
