Time,Motor1 Pos,Opten1 PosX,Opten1 PosY,Motor2 Pos,Opten2 PosX,Opten2 PosY
0.032,0.0,-0.004,-0.004,0.0,0.002,0.002
0.145,0.0,-0.004,-0.004,0.0,0.002,0.002
0.256,0.0,-0.004,-0.004,0.0,0.002,0.002
0.384,0.0,-0.004,-0.004,0.0,0.002,0.002
0.513,0.0,-0.004,-0.004,0.0,0.002,0.002
0.624,0.0,-0.004,-0.004,0.0,0.002,0.002
0.736,0.0,-0.004,-0.004,0.0,0.002,0.002
0.848,0.0,-0.004,-0.004,0.0,0.002,0.002
0.977,0.0,-0.004,-0.004,0.0,0.002,0.002
1.216,-2.0,-0.123,-0.008,0.076,-0.21,-0.002
1.329,-12.952,-7.664,-0.055,0.038,-0.351,-0.028
1.44,-23.086,-18.021,-0.055,0.038,-0.351,-0.044
1.553,-32.8,-27.675,-0.057,0.038,-0.36,-0.038
1.68,-37.943,-37.509,-0.002,0.038,-0.366,-0.038
1.809,-37.943,-37.694,0.0,0.038,-0.366,-0.038
1.936,-37.943,-37.694,0.0,0.038,-0.366,-0.038
2.064,-37.943,-37.694,0.0,0.038,-0.366,-0.038
2.176,-37.943,-37.694,0.0,0.038,-0.366,-0.038
2.288,-35.619,-37.564,0.006,-0.057,-0.284,-0.038
2.4,-25.924,-30.747,0.036,-0.057,0.125,-0.051
2.512,-15.676,-20.637,0.006,-0.057,0.11,-0.034
2.64,-4.629,-9.091,0.057,-0.057,0.106,0.004
2.767,-0.152,-0.637,0.114,-0.057,0.127,0.006
2.896,-0.152,-0.548,0.114,-0.057,0.127,0.008
3.009,-0.152,-0.548,0.114,-0.057,0.127,0.008
3.12,-0.152,-0.548,0.114,-0.057,0.127,0.006
3.232,-0.152,-0.548,0.114,-0.057,0.127,0.006
3.36,-1.086,-0.612,0.112,0.038,0.055,0.002
3.488,-12.286,-8.327,0.025,0.038,-0.349,-0.036
3.616,-23.943,-19.169,-0.061,0.038,-0.349,-0.047
3.744,-35.124,-30.833,-0.163,0.038,-0.358,-0.04
3.856,-37.943,-38.337,-0.218,0.038,-0.36,-0.04
3.968,-37.943,-38.373,-0.22,0.038,-0.36,-0.04
4.08,-37.943,-38.373,-0.22,0.038,-0.36,-0.04
4.192,-37.943,-38.373,-0.22,0.019,-0.36,-0.04
4.319,-37.943,-38.373,-0.22,0.038,-0.36,-0.04
4.447,-35.867,-38.219,-0.216,-0.057,-0.248,-0.04
4.575,-24.552,-29.269,-0.186,-0.057,0.106,-0.055
4.687,-12.933,-19.228,-0.121,-0.057,0.099,-0.034
4.8,-3.2,-9.064,-0.002,-0.057,0.097,-0.008
4.912,-0.152,-0.802,0.051,-0.057,0.112,-0.004
5.024,-0.152,-0.574,0.049,-0.057,0.112,-0.004
5.152,-0.152,-0.574,0.049,-0.057,0.112,-0.004
5.28,-0.152,-0.574,0.049,-0.057,0.112,-0.004
5.392,-0.152,-0.574,0.049,-0.057,0.112,-0.004
5.503,-1.01,-0.61,0.049,0.038,0.059,-0.006
5.616,-10.857,-6.485,0.002,0.038,-0.356,-0.042
5.744,-22.038,-17.778,-0.036,0.038,-0.353,-0.057
5.855,-33.219,-27.656,-0.106,0.038,-0.364,-0.053
5.968,-37.943,-37.34,-0.205,0.038,-0.366,-0.049
6.08,-37.943,-38.405,-0.188,0.038,-0.366,-0.049
6.191,-37.943,-38.405,-0.188,0.038,-0.366,-0.049
6.304,-37.943,-38.405,-0.188,0.019,-0.366,-0.049
6.415,-37.943,-38.405,-0.188,0.019,-0.366,-0.049
6.623,-34.438,-38.123,-0.184,-0.076,-0.19,-0.051
6.736,-23.314,-29.07,-0.131,-0.076,0.099,-0.07
6.848,-13.371,-18.961,-0.047,-0.076,0.095,-0.044
6.96,-3.543,-8.803,0.025,-0.057,0.095,-0.017
7.087,-0.152,-0.654,0.063,-0.057,0.119,-0.013
7.216,-0.152,-0.622,0.066,-0.057,0.119,-0.013
7.328,-0.152,-0.622,0.066,-0.057,0.119,-0.013
7.439,-0.152,-0.622,0.066,-0.057,0.119,-0.013
7.552,-0.152,-0.622,0.066,-0.057,0.119,-0.013
7.696,-2.933,-0.713,0.059,0.038,-0.028,-0.017
7.807,-13.086,-8.016,0.013,0.038,-0.364,-0.049
7.92,-23.048,-17.928,-0.032,0.019,-0.362,-0.059
8.032,-33.01,-28.338,-0.059,0.038,-0.375,-0.053
8.16,-37.943,-38.216,-0.167,0.038,-0.377,-0.051
8.287,-37.943,-38.396,-0.165,0.038,-0.377,-0.051
8.416,-37.943,-38.396,-0.165,0.038,-0.377,-0.051
8.528,-37.943,-38.396,-0.165,0.019,-0.377,-0.051
8.64,-37.943,-38.396,-0.165,0.019,-0.377,-0.051
8.768,-35.771,-38.233,-0.159,-0.076,-0.292,-0.051
8.895,-24.838,-29.978,-0.121,-0.076,0.095,-0.072
9.023,-13.219,-17.746,-0.034,-0.076,0.087,-0.044
9.137,-2.076,-7.465,0.006,-0.057,0.087,-0.021
9.248,-0.152,-0.718,0.068,-0.076,0.11,-0.021
9.36,-0.152,-0.637,0.068,-0.057,0.112,-0.019
9.471,-0.152,-0.637,0.068,-0.076,0.112,-0.019
9.6,-0.152,-0.637,0.068,-0.057,0.112,-0.019
9.712,-0.152,-0.637,0.068,-0.076,0.112,-0.019
9.823,-1.01,-0.677,0.068,0.038,0.064,-0.019
9.936,-10.552,-6.162,0.004,0.038,-0.364,-0.049
10.063,-22.152,-17.564,-0.078,0.019,-0.37,-0.064
10.191,-33.39,-29.045,-0.155,0.019,-0.377,-0.055
10.32,-37.943,-38.314,-0.182,0.019,-0.385,-0.053
10.432,-37.943,-38.447,-0.176,0.019,-0.385,-0.053
10.544,-37.943,-38.447,-0.176,0.019,-0.385,-0.053
10.656,-37.943,-38.447,-0.176,0.019,-0.383,-0.053
10.769,-37.943,-38.447,-0.176,0.019,-0.383,-0.053
10.911,-35.848,-38.297,-0.167,-0.076,-0.313,-0.053
11.04,-24.457,-29.985,-0.097,-0.076,0.08,-0.07
11.152,-13.219,-20.005,-0.038,-0.076,0.074,-0.047
11.264,-3.314,-9.66,0.049,-0.076,0.076,-0.021
11.376,-0.152,-1.369,0.131,-0.076,0.093,-0.019
11.487,-0.152,-1.192,0.129,-0.076,0.095,-0.019
11.616,-0.152,-1.192,0.129,-0.076,0.095,-0.019
11.743,-0.152,-1.192,0.129,-0.076,0.095,-0.019
