Time,Motor1 Apos,Opten1 PosX,Opten1 PosY,Motor2 Apos,Opten2 PosX,Opten2 PosY
0.138,0.0,0.004,0.0,0.0,-0.004,-0.004
0.192,0.0,0.004,0.0,0.0,-0.004,-0.004
0.246,0.0,0.004,0.0,0.0,-0.004,-0.004
0.31,0.0,0.004,0.0,0.0,-0.004,-0.004
0.377,0.0,0.004,0.0,0.0,-0.004,-0.004
0.438,0.0,0.004,0.0,0.0,-0.004,-0.004
0.503,0.0,0.004,0.0,0.0,-0.004,-0.004
0.564,0.0,0.004,0.0,0.0,-0.004,-0.004
0.628,0.0,0.004,0.0,0.0,-0.004,-0.004
0.688,0.0,0.004,0.0,0.0,-0.004,-0.004
0.753,0.0,0.004,0.0,0.0,-0.004,-0.004
0.816,0.0,0.004,0.0,0.0,-0.004,-0.004
0.871,0.02,0.004,0.0,0.0,-0.004,-0.004
0.934,0.02,0.004,0.0,0.0,-0.004,-0.004
1.003,0.02,0.004,0.0,0.0,-0.004,-0.004
1.062,0.0,0.004,0.0,0.0,-0.004,-0.004
1.127,0.0,0.004,0.0,0.0,-0.004,-0.004
1.189,0.0,0.004,0.0,0.0,-0.004,-0.004
1.249,0.0,0.004,0.0,0.0,-0.004,-0.004
1.311,0.0,0.004,0.0,0.0,-0.004,-0.004
1.368,0.0,0.004,0.0,0.0,-0.004,-0.004
1.436,0.0,0.004,0.0,0.0,-0.004,-0.004
1.5,0.0,0.004,0.0,0.0,-0.004,-0.004
1.559,0.0,0.004,0.0,0.0,-0.004,-0.004
1.677,0.0,0.004,0.0,0.0,-0.004,-0.004
1.708,0.0,0.004,0.0,0.0,-0.004,-0.004
1.747,0.0,0.004,0.0,0.0,-0.004,-0.004
1.81,0.0,0.004,0.0,0.0,-0.004,-0.004
1.873,0.0,0.004,0.0,0.0,-0.004,-0.004
1.936,0.0,0.004,0.0,0.0,-0.004,-0.004
1.998,0.0,0.004,0.0,0.0,-0.004,-0.004
2.06,0.0,0.004,0.0,0.0,-0.004,-0.004
2.12,0.0,0.004,0.0,0.0,-0.004,-0.004
2.182,0.0,0.004,0.0,0.0,-0.004,-0.004
2.248,0.0,0.004,0.0,0.0,-0.004,-0.004
2.307,0.0,0.004,0.0,0.0,-0.004,-0.004
2.371,0.0,0.004,0.0,0.0,-0.004,-0.004
2.432,0.0,0.004,0.0,0.0,-0.004,-0.004
2.494,0.0,0.004,0.0,0.0,-0.004,-0.004
2.559,0.0,0.004,0.0,0.0,-0.004,-0.004
2.623,0.0,0.004,0.0,0.0,-0.004,-0.004
2.686,0.02,0.004,0.0,0.0,-0.004,-0.004
2.75,0.02,0.004,0.0,0.0,-0.004,-0.004
2.806,0.0,0.004,0.0,0.0,-0.004,-0.004
2.87,0.0,0.004,0.0,0.0,-0.004,-0.004
2.938,0.0,0.004,0.0,0.0,-0.004,-0.004
2.998,0.0,0.004,0.0,0.0,-0.004,-0.004
3.062,0.0,0.004,0.0,0.0,-0.004,-0.004
3.123,0.0,0.004,0.0,0.0,-0.004,-0.004
3.183,0.0,0.004,0.0,0.0,-0.004,-0.004
3.246,0.0,0.004,0.0,0.0,-0.004,-0.004
3.307,0.0,0.004,0.0,0.0,-0.004,-0.004
3.37,0.0,0.004,0.0,0.0,-0.004,-0.004
3.431,0.0,0.004,0.0,0.0,-0.004,-0.004
3.494,0.0,0.004,0.0,0.0,-0.004,-0.004
3.557,0.0,0.004,0.0,0.0,-0.004,-0.004
3.618,0.0,0.004,0.0,0.0,-0.004,-0.004
3.685,0.0,0.004,0.0,0.0,-0.004,-0.004
3.747,0.0,0.004,0.0,0.0,-0.004,-0.004
3.809,0.02,0.004,0.0,0.0,-0.004,-0.004
3.872,0.02,0.004,0.0,0.0,-0.004,-0.004
3.933,0.0,0.004,0.0,0.0,-0.004,-0.004
3.994,0.0,0.004,0.0,0.0,-0.004,-0.004
4.056,0.0,0.004,0.0,0.0,-0.004,-0.004
4.134,0.0,0.004,0.0,0.0,-0.004,-0.004
4.198,0.0,0.004,0.0,0.0,-0.004,-0.004
4.259,0.0,0.004,0.0,0.0,-0.004,-0.004
4.335,0.0,0.004,0.0,0.0,-0.004,-0.004
4.39,0.0,0.004,0.0,0.0,-0.004,-0.004
